Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"gru-module-seo-crm","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/gru-module-seo-crm","Module SEO pour le Guichet Usager",false,"2014-11-27T16:15:14Z","2015-09-19T12:23:11Z","",0,0,,0,"Java"
"gru-plugin-appointment","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/gru-plugin-appointment","Demandes de RDV",false,"2015-05-12T16:42:17Z","2018-08-22T13:47:26Z","",0,1,,0,"Java"
"gru-module-workflow-notifycrm","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/gru-module-workflow-notifycrm","Module du Workflow permettant de créer des notifications dans le Guichet Usager",false,"2015-05-22T08:33:26Z","2015-09-19T12:21:15Z","",0,0,,0,"Java"
"hackathon-franceconnect-poc-stationnement","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/hackathon-franceconnect-poc-stationnement","Téléservice de demande de carte de stationnement réalisé lors du hackathon FranceConnect",false,"2015-06-03T21:00:58Z","2015-09-17T12:26:54Z","",0,0,,0,"Java"
"hackathon-franceconnect-poc-quotientfamille","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/hackathon-franceconnect-poc-quotientfamille","Téléservice de demande de quotient familial - PoC FranceConnect",false,"2015-06-03T21:01:25Z","2015-09-17T12:53:37Z","",0,0,,0,"Java"
"franceconnect-plugin-fcsample","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/franceconnect-plugin-fcsample","Plugin d'exemple FranceConnect",false,"2015-06-08T21:15:12Z","2015-09-23T16:43:58Z",,0,0,,0,"HTML"
"hackathon-franceconnect-site","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/hackathon-franceconnect-site","Site démonstration de la Ville de Palyma réalisé lors du hackathon FranceConnect",false,"2015-06-15T10:57:07Z","2016-11-08T16:42:17Z","",0,0,,0,"CSS"
"lutece-auth-plugin-federate-database-franceconnect","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/lutece-auth-plugin-federate-database-franceconnect","Plugin for federation between mylutece database and france connect",false,"2015-06-17T08:16:56Z","2015-11-12T13:03:15Z",,0,0,,0,"Java"
"gru-plugin-crm","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/gru-plugin-crm","Guichet Usager ",false,"2015-09-09T12:30:33Z","2016-12-01T15:10:17Z","",0,0,,0,"Java"
"gru-module-crm-rest","https://github.com/lutece-secteur-public","https://github.com/lutece-secteur-public/gru-module-crm-rest","API REST du Guichet Usager",false,"2015-09-09T16:22:25Z","2018-04-25T09:59:27Z","",0,0,,0,"Java"
