Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"ApieFrance.github.io","https://github.com/ApieFrance","https://github.com/ApieFrance/ApieFrance.github.io","L'APIE sur Github, pourquoi et comment ?",false,"2014-11-07T16:07:17Z","2014-11-10T15:38:59Z","http://ApieFrance.github.io",0,0,,0,"JavaScript"
"choosealicense.com","https://github.com/ApieFrance","https://github.com/ApieFrance/choosealicense.com","A site to provide non-judgmental guidance on choosing a license for your open source project",true,"2014-12-18T11:35:51Z","2014-12-18T11:35:51Z","http://choosealicense.com",0,0,"NOASSERTION",0,"CSS"
