Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"clipos.github.io","https://github.com/clipos","https://github.com/clipos/clipos.github.io",,false,"2018-09-12T15:17:41Z","2018-12-20T13:10:24Z","https://clip-os.org",19,0,"Other",0,"HTML"
"docs","https://github.com/clipos","https://github.com/clipos/docs",,false,"2018-09-12T15:49:39Z","2018-11-28T10:55:38Z","https://docs.clip-os.org",7,0,"Other",0,"HTML"
"assets_crates-io","https://github.com/clipos","https://github.com/clipos/assets_crates-io","Vendored Rust crates from crates.io",false,"2018-09-20T09:26:04Z","2018-12-20T13:15:47Z","https://clip-os.org",2,0,,0,
"assets_debian","https://github.com/clipos","https://github.com/clipos/assets_debian","Vendored Debian packages with sources",false,"2018-09-20T09:26:10Z","2018-12-20T13:15:51Z","https://clip-os.org",4,0,,0,
"assets_distfiles","https://github.com/clipos","https://github.com/clipos/assets_distfiles","Vendored Gentoo distfiles",false,"2018-09-20T09:26:15Z","2018-12-20T13:15:56Z","https://clip-os.org",2,0,,0,"Roff"
"assets_gentoo","https://github.com/clipos","https://github.com/clipos/assets_gentoo","Vendored Gentoo Hardened stage3 rootfs",false,"2018-09-20T09:26:20Z","2018-12-20T13:15:59Z","https://clip-os.org",3,0,,0,
"assets_toolkit","https://github.com/clipos","https://github.com/clipos/assets_toolkit","Vendored Python dependencies for toolkit",false,"2018-09-20T09:26:25Z","2019-01-07T11:05:58Z","https://clip-os.org",4,0,,0,
"bugs","https://github.com/clipos","https://github.com/clipos/bugs","CLIP OS issue tracker",false,"2018-09-20T09:26:30Z","2018-11-23T01:06:49Z","https://clip-os.org",22,1,,11,
"manifest","https://github.com/clipos","https://github.com/clipos/manifest","CLIP OS Manifest",false,"2018-09-20T09:26:35Z","2018-12-21T10:38:59Z","https://clip-os.org",4,0,"GNU Lesser General Public License v2.1",0,
"products_clipos","https://github.com/clipos","https://github.com/clipos/products_clipos","CLIP OS product recipes",false,"2018-09-20T09:26:40Z","2019-01-01T20:07:49Z","https://clip-os.org",51,5,"GNU Lesser General Public License v2.1",1,"Shell"
"src_portage_clipos","https://github.com/clipos","https://github.com/clipos/src_portage_clipos","CLIP OS portage overlay",false,"2018-09-20T09:26:46Z","2018-12-23T18:37:42Z","https://clip-os.org",1,2,"GNU General Public License v2.0",0,"Shell"
"src_portage_gentoo","https://github.com/clipos","https://github.com/clipos/src_portage_gentoo","Gentoo portage tree mirror for CLIP OS",false,"2018-09-20T09:26:50Z","2018-12-16T15:13:16Z","https://clip-os.org",5,0,,0,"Shell"
"toolkit","https://github.com/clipos","https://github.com/clipos/toolkit","CLIP OS toolkit (cosmk)",false,"2018-09-20T09:28:58Z","2019-01-07T11:05:54Z","https://clip-os.org",12,3,"GNU Lesser General Public License v2.1",0,"Python"
"src_external_systemd","https://github.com/clipos","https://github.com/clipos/src_external_systemd","systemd-stable mirror for CLIP OS",false,"2018-09-20T09:29:02Z","2018-09-21T17:44:08Z","https://clip-os.org",4,0,,0,
"src_external_linux","https://github.com/clipos","https://github.com/clipos/src_external_linux","Linux kernel for CLIP OS with additional patches",false,"2018-09-20T09:29:10Z","2019-01-01T20:07:27Z","https://clip-os.org",50,3,"Other",0,"C"
"src_platform_portage-derive","https://github.com/clipos","https://github.com/clipos/src_platform_portage-derive","Tool to help keep a Portage tree up-to-date",false,"2018-12-20T17:18:42Z","2018-12-20T17:19:45Z",,0,0,"GNU Lesser General Public License v2.1",0,"Python"
"src_platform_config-linux-hardware","https://github.com/clipos","https://github.com/clipos/src_platform_config-linux-hardware","Hardware-dependent components (profile definitions, configuration file sets, miscellaenous scripts, etc.)",false,"2018-12-20T17:19:34Z","2018-12-21T13:39:30Z",,0,0,,0,
