Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"DAMIR","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/DAMIR","Wiki et codes pour le hackathon du 26 janvier 2015 organisé par la CNAMTS et Etalab. Il contient un wiki de présentation des données, des codes utiles et des réutilisations",false,"2015-01-20T09:15:13Z","2018-05-19T23:03:52Z","",11,5,,2,"Python"
"densite_medecins","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/densite_medecins","Projet collabaratif mené lors du hackathon DAMIR du 26 janvier 2015",false,"2015-01-26T14:48:33Z","2015-01-29T13:43:06Z","",4,1,,0,"R"
"Elections","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/Elections","Page de ressources pour l'Open Data Camp Elections",false,"2015-02-08T21:02:22Z","2017-04-30T12:02:54Z","",7,7,,0,"Python"
"csv_detective","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/csv_detective","CSV inspection",false,"2015-02-10T11:35:26Z","2018-01-10T16:18:16Z","",7,4,,9,"Python"
"csp_vote","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/csp_vote","Projet collaboratif mené lors de l'OpenDataCamp Elections du 23 février 2015",false,"2015-02-23T09:50:08Z","2018-01-02T20:32:44Z","",4,2,,0,"R"
"CompareDF","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/CompareDF","Le projet est ici de créer un utilitaire pour faciliter l'utilisation de panel lorsque les nomenclatures changent",false,"2015-03-25T11:11:17Z","2016-01-22T16:46:12Z",,0,0,"GNU Lesser General Public License v3.0",0,"Python"
"Datadouane","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/Datadouane","Wiki et codes pour le hackathon du 20 Mai 2015 organisé par la DGDDI et Etalab. ",false,"2015-05-11T08:32:11Z","2015-10-07T14:25:51Z",,2,0,,0,"R"
"wiki_agd","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/wiki_agd","This repo contains pywikibots for the ""Wiki de l'AGD"" ",false,"2015-09-09T07:04:52Z","2015-10-07T14:24:57Z",,0,0,,2,"Python"
"Tools","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/Tools"," Useful functions to work with data.",false,"2015-09-09T14:19:14Z","2018-08-30T15:28:05Z","http://agd-tools.readthedocs.org/",6,1,,4,"Python"
"data_calendar","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/data_calendar",,false,"2015-09-11T16:45:15Z","2015-09-11T16:45:21Z",,0,1,,0,"Python"
"open-moulinette","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/open-moulinette","Scripts to clean Open-Data.",true,"2015-11-25T13:51:15Z","2017-07-13T15:56:21Z",,2,0,,0,"Python"
"anonymisation","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/anonymisation","Repertoire sur l'anonymisation",false,"2016-01-18T16:46:13Z","2018-08-02T07:23:23Z",,13,7,"GNU General Public License v3.0",1,"Python"
"cartodonnees","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/cartodonnees","Créer une cartographie exhaustive des données de l'État.",false,"2016-02-03T14:50:39Z","2018-08-30T15:27:56Z",,2,0,,0,"HTML"
"exploreDataGouv","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/exploreDataGouv",,false,"2016-02-10T15:54:43Z","2016-02-10T16:55:08Z",,0,0,,0,"HTML"
"tidydata-defm","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/tidydata-defm","Les données sur les demandeurs d'emploi inscrits à Pôle emploi dans un format facilement réutilisable.",false,"2016-08-04T08:56:33Z","2017-11-22T10:19:43Z",,0,0,,0,"R"
"analyse_cambriolages","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/analyse_cambriolages","Une analyse des cambriolages en Haute-Garonne",false,"2016-08-05T13:23:02Z","2016-08-05T14:01:14Z",,0,0,,1,"Jupyter Notebook"
"opensignauxfaibles","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/opensignauxfaibles","just a set of useful functions for the signauxfaibles project",false,"2016-09-20T12:05:21Z","2017-11-22T16:26:54Z","https://beta.gouv.fr/startup/signaux-faibles.html",0,1,,6,"R"
"recommandations_emploi","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/recommandations_emploi","Algorithmes développés dans le cadre de notre collaboration avec Bayes Impact.",false,"2016-11-08T10:53:08Z","2016-11-21T15:52:38Z",,4,0,"Other",0,"Jupyter Notebook"
"infogreffes","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/infogreffes","exploration des données infogreffes",true,"2017-01-24T11:05:22Z","2017-12-26T13:11:36Z",,1,0,,0,"R"
"extraction_prudhommes","https://github.com/SGMAP-AGD","https://github.com/SGMAP-AGD/extraction_prudhommes","Extraction d'éléments significatif issus de décisions prud'homales",false,"2017-07-06T06:23:13Z","2017-07-06T06:32:59Z",,0,1,"GNU Affero General Public License v3.0",0,"Python"
