Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"openfisca-douanes","https://github.com/openfisca","https://github.com/openfisca/openfisca-douanes","Simulateur ouvert de taxes de douanes - en développement",false,"2015-11-03T16:43:14Z","2018-09-01T22:25:04Z",,1,0,"GNU Affero General Public License v3.0",0,"Python"
"jupyter","https://github.com/openfisca","https://github.com/openfisca/jupyter","OpenFisca Jupyter notebook Docker container definition and examples",false,"2016-02-10T09:29:26Z","2016-02-11T16:54:09Z",,0,0,"GNU Affero General Public License v3.0",0,"Python"
"calculette-impots-m-source-code","https://github.com/openfisca","https://github.com/openfisca/calculette-impots-m-source-code","ATTENTION ce dépôt est un miroir",false,"2016-03-30T13:36:39Z","2018-10-16T08:23:30Z","https://git.framasoft.org/openfisca/calculette-impots-m-source-code",36,19,"GNU Affero General Public License v3.0",0,"Matlab"
"calculette-impots-m-language-parser","https://github.com/openfisca","https://github.com/openfisca/calculette-impots-m-language-parser","Traducteur en arbre syntaxique (AST) du code source (en langage M) du calculateur des impôts sur le revenu et sur la fortune",false,"2016-03-30T13:51:45Z","2016-04-20T08:11:32Z","https://git.framasoft.org/openfisca/calculette-impots-m-language-parser",3,1,"GNU Affero General Public License v3.0",0,"Python"
"calculette-impots-vector-computing","https://github.com/openfisca","https://github.com/openfisca/calculette-impots-vector-computing","Traduction en Python vectoriel (NumPy, etc) du code source (en langage M) du calculateur des impôts sur le revenu et sur la fortune",false,"2016-03-30T14:42:18Z","2016-04-01T04:38:22Z","https://git.framasoft.org/openfisca/calculette-impots-vector-computing",0,1,,0,"Jupyter Notebook"
"calculette-impots-python","https://github.com/openfisca","https://github.com/openfisca/calculette-impots-python","Traduction en langage Python du code source (en langage M) du calculateur des impôts sur le revenu et sur la fortune",false,"2016-03-30T14:51:41Z","2016-06-15T09:44:47Z","https://git.framasoft.org/openfisca/calculette-impots-python",6,3,"GNU Affero General Public License v3.0",0,"Python"
"calculette-impots-web-api","https://github.com/openfisca","https://github.com/openfisca/calculette-impots-web-api","API web (écrite en Python) du calculateur des impôts sur le revenu et sur la fortune",false,"2016-03-30T14:55:54Z","2016-05-07T01:52:41Z","https://git.framasoft.org/openfisca/calculette-impots-web-api",2,2,"GNU Affero General Public License v3.0",0,"Python"
"calculette-impots-web-explorer","https://github.com/openfisca","https://github.com/openfisca/calculette-impots-web-explorer","Explorateur web des variables et formules du calculateur des impôts sur le revenu et sur la fortune",false,"2016-03-30T15:08:03Z","2016-04-02T06:46:45Z","https://git.framasoft.org/openfisca/calculette-impots-web-explorer",1,2,"GNU Affero General Public License v3.0",0,"Python"
"extension-template","https://github.com/openfisca","https://github.com/openfisca/extension-template","Template to build extensions to an existing OpenFisca country package",false,"2016-08-04T15:12:29Z","2018-10-31T00:11:24Z","",0,4,"GNU Affero General Public License v3.0",4,"Shell"
"openfisca-ops","https://github.com/openfisca","https://github.com/openfisca/openfisca-ops","Scripts and config files for deploying OpenFisca on a server",false,"2016-08-10T12:48:01Z","2018-10-19T08:50:55Z",,1,1,"MIT License",7,"Shell"
"combine-calculators","https://github.com/openfisca","https://github.com/openfisca/combine-calculators","Use OpenFisca with other calculators, compare results, merge their formulas",false,"2016-08-18T10:03:23Z","2016-10-07T16:23:08Z","",2,1,"GNU General Public License v3.0",1,"Matlab"
"tutorial","https://github.com/openfisca","https://github.com/openfisca/tutorial","OpenFisca Tutorial Notebooks",false,"2016-10-25T15:55:09Z","2018-11-07T15:29:07Z","http://mybinder.org/repo/openfisca/tutorial",7,3,"GNU Affero General Public License v3.0",11,"Python"
"openfisca-senegal","https://github.com/openfisca","https://github.com/openfisca/openfisca-senegal","Senegalese tax and benefit system for OpenFisca",false,"2016-10-31T13:52:32Z","2018-07-13T10:13:14Z",,2,2,"GNU Affero General Public License v3.0",4,"Jupyter Notebook"
"reformator","https://github.com/openfisca","https://github.com/openfisca/reformator","Algorithmic optimization of the tax and benefit system leading to a reform",false,"2016-11-09T10:46:59Z","2016-12-20T16:01:21Z","https://github.com/openfisca/reformator/blob/master/notebooks/visual_reformator.ipynb",0,0,"GNU Affero General Public License v3.0",4,"Jupyter Notebook"
"openfisca-senegal-ui","https://github.com/openfisca","https://github.com/openfisca/openfisca-senegal-ui","Web interface for a Senegal income tax simulator.",false,"2016-12-07T21:01:20Z","2016-12-07T21:07:32Z",,0,0,,0,"JavaScript"
"country-template","https://github.com/openfisca","https://github.com/openfisca/country-template","Start modelling the tax and benefit system of your country in a few minutes.",false,"2017-03-06T21:52:39Z","2018-11-13T16:08:17Z","https://openfisca.org",8,6,"GNU Affero General Public License v3.0",0,"Python"
"openfisca-dummy-country","https://github.com/openfisca","https://github.com/openfisca/openfisca-dummy-country","DEPRECATED — A fake country package used by OpenFisca for tests",false,"2017-03-20T09:08:13Z","2018-04-16T11:40:53Z","https://github.com/openfisca/country-template/",1,2,,0,"Python"
"tracker","https://github.com/openfisca","https://github.com/openfisca/tracker","OpenFisca Web API usage tracker",false,"2017-07-06T13:27:15Z","2018-07-20T15:06:48Z",,0,0,"GNU Affero General Public License v3.0",1,"Python"
"openfisca.org","https://github.com/openfisca","https://github.com/openfisca/openfisca.org","The public-facing website of OpenFisca for an international audience.",false,"2017-07-27T09:42:57Z","2018-11-05T22:40:06Z","https://openfisca.org",1,2,,5,"HTML"
"openfisca-france-offline","https://github.com/openfisca","https://github.com/openfisca/openfisca-france-offline","OpenFisca-France and its dependencies ready to download. Needed for environnements where downloading from pip is not allowed.",false,"2017-09-27T13:55:03Z","2017-09-27T13:55:03Z",,0,0,,0,
"support-bot","https://github.com/openfisca","https://github.com/openfisca/support-bot","This smalls bot helps the OpenFisca team remember users are waiting for their help!",false,"2017-10-05T11:07:13Z","2018-04-09T21:17:59Z","",1,0,,0,"JavaScript"
"openfisca-tunisia-ops","https://github.com/openfisca","https://github.com/openfisca/openfisca-tunisia-ops","Scripts and config files for deploying OpenFisca on a server for Tunisia",false,"2018-01-14T15:40:42Z","2018-01-14T15:40:42Z",,0,0,"MIT License",1,
"fr.openfisca.org","https://github.com/openfisca","https://github.com/openfisca/fr.openfisca.org","Le site web d'OpenFisca-France. / OpenFisca-France web site.",false,"2018-01-26T16:16:13Z","2018-11-04T00:59:37Z","",2,1,"GNU Affero General Public License v3.0",2,"JavaScript"
"openfisca.tn","https://github.com/openfisca","https://github.com/openfisca/openfisca.tn","Le site web de la communauté tunisienne d'OpenFisca.",false,"2018-03-12T23:34:15Z","2018-03-13T00:14:19Z",,0,0,"GNU Affero General Public License v3.0",0,"JavaScript"
"openfisca-italy","https://github.com/openfisca","https://github.com/openfisca/openfisca-italy","Italian tax and benefit system for OpenFisca.",false,"2018-03-13T15:11:28Z","2018-09-10T16:13:00Z",,5,2,"GNU Affero General Public License v3.0",2,"Python"
"reform-simulator","https://github.com/openfisca","https://github.com/openfisca/reform-simulator","UI to simply and quickly simulate the impact of tax-benefit reforms on indivuduals",false,"2018-06-17T11:43:47Z","2018-06-17T13:43:30Z",,0,0,"GNU Affero General Public License v3.0",0,"Python"
"openfisca-cote-d-ivoire","https://github.com/openfisca","https://github.com/openfisca/openfisca-cote-d-ivoire","Ivorian tax and benefit system for OpenFisca",false,"2018-07-10T10:51:30Z","2018-09-18T18:52:50Z",,1,0,"GNU Affero General Public License v3.0",3,"Python"
"openfisca-mali","https://github.com/openfisca","https://github.com/openfisca/openfisca-mali","Malian tax and benefit system for OpenFisca",false,"2018-07-10T10:52:40Z","2018-09-18T18:51:28Z",,1,0,"GNU Affero General Public License v3.0",6,"Python"
"openfisca-ceq","https://github.com/openfisca","https://github.com/openfisca/openfisca-ceq","Simple model implementing CEQ concepts in openfisca ",false,"2018-09-11T07:55:58Z","2018-09-23T21:21:20Z",,0,0,"GNU Affero General Public License v3.0",1,"Python"
