Nom,Organisation,URL,Description,Fork?,Créé,Mis à jour,Homepage,Stars,# forks,Licence,Issues,Langages
"addok","https://github.com/addok","https://github.com/addok/addok","Search engine for address. Only address.",false,"2014-12-29T21:07:46Z","2018-11-22T14:18:12Z","http://addok.readthedocs.org/",142,34,"Do What The F*ck You Want To Public License",83,"Python"
"addok-france","https://github.com/addok","https://github.com/addok/addok-france","Addok plugin for France addresses",false,"2016-01-12T10:43:31Z","2018-08-23T11:29:00Z",,3,3,,3,"Python"
"addok-fr","https://github.com/addok","https://github.com/addok/addok-fr","Addok plugin for addresses in French language",false,"2016-01-12T14:43:55Z","2018-08-23T11:28:52Z",,3,3,,1,"Python"
"addok-csv","https://github.com/addok","https://github.com/addok/addok-csv","Addok plugin for handling CSV files",false,"2016-01-12T14:50:57Z","2018-11-08T09:01:09Z",,1,1,,0,"Python"
"addok-psql","https://github.com/addok","https://github.com/addok/addok-psql","Import from PostgreSQL in addok",false,"2016-01-12T17:07:00Z","2016-04-26T17:36:49Z",,0,0,,0,"Python"
"addok-trigrams","https://github.com/addok","https://github.com/addok/addok-trigrams","Trigrams based index for Addok.",false,"2016-01-26T09:53:23Z","2018-07-19T09:14:49Z",,0,1,,0,"Python"
"addok-geozones","https://github.com/addok","https://github.com/addok/addok-geozones","Helpers to run a Geozones dedicated Addok instance.",false,"2016-05-30T10:05:49Z","2018-07-24T10:53:03Z",,1,0,,1,"Python"
"addocker","https://github.com/addok","https://github.com/addok/addocker","Run Addok in Docker",false,"2016-08-09T15:44:28Z","2018-10-01T20:17:35Z",,5,6,,1,"Shell"
"addok-openaddresses","https://github.com/addok","https://github.com/addok/addok-openaddresses","Helpers to import http://openaddresses.io data into Addok.",false,"2016-09-13T19:00:55Z","2016-09-14T02:06:12Z","",1,0,,0,"Python"
"addok-sqlite-store","https://github.com/addok","https://github.com/addok/addok-sqlite-store","Store documents in SQLite database",false,"2017-01-25T15:15:03Z","2017-03-15T00:20:00Z",,1,2,,0,"Python"
"addok-psql-store","https://github.com/addok","https://github.com/addok/addok-psql-store","Store addok data in PostgreSQL.",false,"2017-02-14T17:39:46Z","2017-04-19T15:27:08Z","",0,1,,0,"Python"
"addok-idcc","https://github.com/addok","https://github.com/addok/addok-idcc","Instance d'addok pour indexer des identifiants de convention collective",false,"2018-05-22T17:51:58Z","2018-07-24T10:52:55Z",,2,0,,0,"Python"
"addok-usine","https://github.com/addok","https://github.com/addok/addok-usine","An experiment.",false,"2018-05-23T09:37:46Z","2018-07-19T09:21:10Z",,1,0,,0,"Python"
